form	lemma	POS	morph
སྨྲ་	སྨྲ་	VERB
གཞན་	གཞན་	DET
ཡང་	ཀྱང་	PART
འཁོར་བ་	འཁོར་བ་	NOUN
འདི་	འདི་	DET
ན་	ལ་	PART
རིགས་	རིགས་	NOUN
དང་	དང་	NO_POS
ལོངས་སྤྱོད་	ལོངས་སྤྱོད་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དབང་ཕྱུག་	དབང་ཕྱུག་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
དག་	དག་	DET
ལ་	ལ་	PART
བདེ་བ་	བདེ་བ་	VERB
ར་	ལ་	PART
གྲགས་པ་	གྲགས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
དེ་	སྟེ་	PART
ཡི་	གི་	PART
ཆེད་	ཆེད་	NOUN
དུ་	ལ་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
གསོག་པ་	གསོག་པ་	VERB
ར་	ལ་	PART
རིགས་	རིགས་	NOUN
སོ་	གོ་	PART
ཞེ་ན་	ཅེ་ན་	PART
།		PUNCT
རིགས་	རིགས་	NOUN
དང་	དང་	NO_POS
ལོངས་སྤྱོད་	ལོངས་སྤྱོད་	NOUN
སོགས་	སོགས་	DET
ཀྱང་	ཀྱང་	PART
ངེས་པ་		
དཔྱད་	དཔྱད་	VERB
ན་	ལ་	PART
།		PUNCT
དགའ་	དགའ་	VERB
རྒྱུ་མ་	རྒྱུ་མ་	NOUN
ཡིན་	ཡིན་	NO_POS
ཞིང་	ཅིང་	PART
སྐྱེ་བ་	སྐྱེ་བ་	VERB
འི་	གི་	PART
གནས་	གནས་	NOUN
ཡིན་	ཡིན་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
མཐོ་རིས་	མཐོ་རིས་	NOUN
ཙམ་	ཙམ་	DET
གྱིས་	གིས་	PART
ཆེད་	ཆེད་	NOUN
དུ་	ལ་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
གསོག་པ་	གསོག་པ་	VERB
ནི་	ནི་	NO_POS
སྣང་བ་	སྣང་བ་	VERB
ན་	ནས་	PART
སྣང་བ་	སྣང་བ་	VERB
ར་	ལ་	PART
འགྲོ་བ་	འགྲོ་བ་	VERB
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
རྙེད་	རྙེད་	VERB
དཀའ་བ་	དཀའ་བ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
༑		PUNCT
རྟགས་	རྟགས་	NOUN
གྲུབ་	གྲུབ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
རིགས་	རིགས་	NOUN
དང་	དང་	NO_POS
ལོངས་སྤྱོད་	ལོངས་སྤྱོད་	NOUN
སོགས་	སོགས་	DET
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
འི་	གི་	PART
སེམས་ཅན་	སེམས་ཅན་	NOUN
རྣམས་	རྣམས་	DET
རློམ་པ་	རློམ་པ་	VERB
ཅན་	ཅན་	PART
མ་	མ་	PART
ཡིན་	ཡིན་	NO_POS
ན་	ལ་	PART
དཀོན་	དཀོན་	NO_POS
ལ་	ལ་	PART
རློམ་པ་	རློམ་པ་	VERB
ཅན་	ཅན་	PART
དག་	དག་	DET
སྙིང་རྗེ་	སྙིང་རྗེ་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
མེད་པ་	མེད་པ་	VERB
དེས་ན་	དེས་ན་	NO_POS
སྟེ་	སྟེ་	PART
དེ་	དེ་	DET
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རོ་	རོ་	NOUN
། །		PUNCT
གལ་ཏེ་	གལ་ཏེ་	NO_POS
དེ་ལྟ་ན་	དེ་ལྟ་ན་	NO_POS
ཡང་	ཀྱང་	PART
རློམ་པ་	རློམ་པ་	VERB
ཅན་	ཅན་	PART
མ་ཡིན་པ་	མ་ཡིན་པ་	OTHER
དག་	དག་	DET
མཐོ་རིས་	མཐོ་རིས་	NOUN
ཀྱི་	གི་	PART
ཆེད་	ཆེད་	NOUN
དུ་	ལ་	PART
།		PUNCT
དགེ་བ་	དགེ་བ་	VERB
སྒྲུབ་པ་	སྒྲུབ་པ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
ས་	གིས་	PART
སྔགས་	སྔགས་	NOUN
སོགས་	སོགས་	DET
རིགས་	རིགས་	NOUN
སོ་	གོ་	PART
ཞེ་ན་	ཅེ་ན་	PART
།		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
མི་རིགས་	མི་རིགས་	NOUN
ཏེ་	སྟེ་	PART
།		PUNCT
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
འདི་	འདི་	DET
ན་	ལ་	PART
འདོད་པ་	འདོད་པ་	VERB
འི་	གི་	PART
ཡུལ་	ཡུལ་	NOUN
ལ་	ལ་	PART
ཡིད་	ཡིད་	NOUN
ལོག་པ་	ལོག་པ་	VERB
ར་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
རྣམས་	རྣམས་	DET
ལ་	ལ་	PART
ཕྱི་མ་	ཕྱི་མ་	ADJ
ལ་	ལ་	PART
མཐོ་རིས་	མཐོ་རིས་	NOUN
སུ་	ལ་	PART
སྐྱེ་	སྐྱེ་	VERB
ན་	ནས་	PART
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
འབྲས་བུ་	འབྲས་བུ་	NOUN
ཡུལ་	ཡུལ་	NOUN
ནི་	ནི་	NO_POS
ཡིད་	ཡིད་	NOUN
དུ་	ལ་	PART
འོང་བ་	འོང་བ་	VERB
ར་	ལ་	PART
དམིགས་	དམིགས་	VERB
ཤིང་	ཅིང་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
ར་	ལ་	PART
གྲགས་པ་	གྲགས་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
རང་	རང་	PRON
གིས་	གིས་	PART
ཐོབ་པ་	ཐོབ་པ་	VERB
འི་	གི་	PART
འདོད་པ་	འདོད་པ་	VERB
འི་	གི་	PART
ཡུལ་	ཡུལ་	NOUN
སྤངས་	སྤངས་	VERB
ན་	ནས་	PART
སླར་ཡང་	སླར་ཡང་	OTHER
དོན་	དོན་	NOUN
དུ་	ལ་	PART
གཉེར་བ་	གཉེར་བ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
ཕྱིན་	ཕྱིན་	VERB
ཅི་	ཅི་	NO_POS
ལོག་	ལོག་	VERB
ཏུ་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
འི་	གི་	PART
ཆོ་	ཆོ་	NOUN
ཡིན་	ཡིན་	NO_POS
ལ་	ལ་	PART
།		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
རྒྱུ་	རྒྱུ་	NOUN
ཅི་ཞིག་	ཅི་ཞིག་	NO_POS
གིས་	གིས་	PART
དམ་པ་	དམ་པ་	VERB
རྣམས་	རྣམས་	DET
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
ར་	ལ་	PART
འདོད་པ་	འདོད་པ་	VERB
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
དེ་	སྟེ་	PART
།		PUNCT
ནན་	ནན་	NOUN
གྱིས་	གིས་	PART
དོར་བ་	དོར་བ་	VERB
དེ་ཉིད་	དེ་ཉིད་	NOUN
ལེན་པ་	ལེན་པ་	VERB
ར་	ལ་	PART
མི་རིགས་པ་	མི་རིགས་པ་	NOUN
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རོ་	རོ་	NOUN
། །		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀྱི་	གི་	PART
འབྲས་བུ་	འབྲས་བུ་	NOUN
ལོངས་སྤྱོད་	ལོངས་སྤྱོད་	NOUN
ཕྱུག་པ་	ཕྱུག་པ་	VERB
ནི་	ནི་	NO_POS
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
དུ་མ་	དུ་མ་	ADJ
འི་	གི་	PART
གནས་	གནས་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
།		PUNCT
ཞེན་པ་	ཞེན་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
ར་	ལ་	PART
མི་རིགས་	མི་རིགས་	NOUN
ཏེ་	སྟེ་	PART
།		PUNCT
རྟག་	རྟག་	VERB
ཏུ་	ལ་	PART
འབད་པ་	འབད་པ་	VERB
ས་	གིས་	PART
གཞན་	གཞན་	DET
ལ་	ལ་	ADP
ས་	གིས་	PART
འགྲུབ་པ་	འགྲུབ་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
གང་ཡིན་པ་	གང་ཡིན་པ་	NO_POS
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
།		PUNCT
ཇི་ལྟ་		
ན་	ལ་	PART
རང་དབང་པ་	རང་དབང་པ་	NOUN
འི་	གི་	PART
བདག་	བདག་	PRON
གི་	གི་	PART
བ་	བ་	NOUN
འགྱུར་	འགྱུར་	VERB
ཏེ་	སྟེ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
མ་ཡིན་པ་	མ་ཡིན་པ་	OTHER
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
རྟགས་	རྟགས་	NOUN
གྲུབ་	གྲུབ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
སྦྱིན་	སྦྱིན་	VERB
སོགས་	སོགས་	DET
བསོད་ནམས་	བསོད་ནམས་	NOUN
ཀྱི་	གི་	PART
འབྲ་	འབྲ་	NO_POS
བུ་	བུ་	NOUN
ནི་	ནི་	NO_POS
ཕྱུག་པ་	ཕྱུག་པ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
ལོངས་སྤྱོད་	ལོངས་སྤྱོད་	NOUN
དེ་ཡང་	དེ་ཡང་	ADV
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
དང་	དང་	NO_POS
ཆོམ་རྐུན་	ཆོམ་རྐུན་	NOUN
སོགས་	སོགས་	DET
གཞན་	གཞན་	DET
ལ་	ལ་	ADP
ས་	གིས་	PART
བསྲུང་བ་	བསྲུང་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
དགོས་པ་	དགོས་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
ནི་	ནི་	NO_POS
།		PUNCT
གལ་ཏེ་	གལ་ཏེ་	NO_POS
སྦྱིན་པ་	སྦྱིན་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ནི་	ནི་	NO_POS
ཆོ་	ཆོ་	NOUN
ཕྱིན་	ཕྱིན་	VERB
ཅི་	ཅི་	NO_POS
ལོག་	ལོག་	VERB
ཡིན་	ཡིན་	NO_POS
ན་	ལ་	PART
།		PUNCT
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
ན་	ལ་	PART
གྲགས་པ་	གྲགས་པ་	VERB
འི་	གི་	PART
ཆོས་ལུགས་	ཆོས་ལུགས་	NOUN
ཀྱི་	གི་	PART
རྗེས་སུ་	རྗེས་སུ་	OTHER
འཇུག་པ་	འཇུག་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
ཞེ་ན་	ཅེ་ན་	PART
།		PUNCT
འཇིག་རྟེན་པ་	འཇིག་རྟེན་པ་	NOUN
འི་	གི་	PART
ཆོ་	ཆོ་	NOUN
ནི་	ནི་	NO_POS
མཐའ་	མཐའ་	NOUN
གཅིག་	གཅིག་	NUM
ཏུ་	ལ་	PART
གནས་པ་	གནས་པ་	VERB
མེད་པ་	མེད་པ་	VERB
ས་	གིས་	PART
།		PUNCT
དེ་	སྟེ་	PART
ལ་	ལ་	PART
རེ་བ་	རེ་བ་	VERB
འཆའ་བ་	འཆའ་བ་	VERB
ཡང་	ཀྱང་	PART
མི་རིགས་	མི་རིགས་	NOUN
ཏེ་	སྟེ་	PART
།		PUNCT
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
པའྀ་		NON_WORD
ཆོ་	ཆོ་	NOUN
བ་	བ་	ADP
ཀྱང་	ཀྱང་	PART
འཛིན་	འཛིན་	VERB
སྟོབས་	སྟོབས་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
ཡུལ་དུས་	ཡུལ་དུས་	OTHER
ཀྱི་	གི་	PART
སྟོབས་	སྟོབས་	NOUN
ཀྱིས་	གིས་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
གཞན་	གཞན་	DET
དང་	དང་	NO_POS
གཞན་	གཞན་	DET
དུ་	ལ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
ལྟ་བུ་	ལྟ་བུ་	NOUN
ར་	ལ་	PART
སྣང་བ་	སྣང་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
རྟགས་	རྟགས་	NOUN
གྲུབ་	གྲུབ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
གྱི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
ལུགས་	ལུགས་	NOUN
ཡུལ་ཆོས་	ཡུལ་ཆོས་	NOUN
གང་དང་གང་	གང་དང་གང་	NO_POS
།		PUNCT
ཡིན་པ་	ཡིན་པ་	AUX
དེ་	སྟེ་	PART
དང་	དང་	NO_POS
དེ་	སྟེ་	PART
ལ་	ལ་	PART
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
		
		
བ་	པ་	PART
		
སྒྲ་	སྒྲ་	NOUN
རྗེས་སུ་	རྗེས་སུ་	OTHER
འཇུག་	འཇུག་	VERB
ཅིང་	ཅིང་	PART
།		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
ཡུལ་དུས་	ཡུལ་དུས་	OTHER
ཀྱིས་	གིས་	PART
དབང་	དབང་	NOUN
གིས་	གིས་	PART
གཞན་	གཞན་	DET
དང་	དང་	NO_POS
གཞན་	གཞན་	DET
དུ་	ལ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
དེ་	དེ་	DET
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རོ་	རོ་	NOUN
། །		PUNCT
གསུམ་པ་	གསུམ་པ་	NUM
ནི་	ནི་	NO_POS
།		PUNCT
གལ་ཏེ་	གལ་ཏེ་	NO_POS
ཡུལ་	ཡུལ་	NOUN
ཡིད་	ཡིད་	NOUN
དུ་	ལ་	PART
འོང་བ་	འོང་བ་	VERB
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
བདེ་བ་	བདེ་བ་	VERB
ཉམས་	ཉམས་	NOUN
སུ་	ལ་	PART
མྱོང་བ་	མྱོང་བ་	VERB
མེད་	མེད་	VERB
ཅིང་	ཅིང་	PART
།		PUNCT
བདེ་བ་	བདེ་བ་	VERB
ཡང་	ཀྱང་	PART
བསོད་ནམས་	བསོད་ནམས་	NOUN
ཀྱི་	གི་	PART
འབྲས་བུ་	འབྲས་བུ་	NOUN
ཡིན་	ཡིན་	NO_POS
ལ་	ལ་	PART
།		PUNCT
བདེ་བ་	བདེ་བ་	VERB
དོན་	དོན་	NOUN
ཏུ་	ལ་	PART
ཡུལ་	ཡུལ་	NOUN
འདོད་པ་	འདོད་པ་	VERB
ས་	གིས་	PART
བསོད་ནམས་	བསོད་ནམས་	NOUN
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
ཞེ་ན་	ཅེ་ན་	PART
།		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
མི་རིགས་	མི་རིགས་	NOUN
ཏེ་	སྟེ་	PART
།		PUNCT
ཡུལ་	ཡུལ་	NOUN
གང་	གང་	NO_POS
གི་	གི་	PART
ཐར་པ་	ཐར་པ་	VERB
འདོད་པ་	འདོད་པ་	VERB
རྣམས་	རྣམས་	DET
ཀྱིས་	གིས་	PART
བཏང་བ་	བཏང་བ་	VERB
ས་	གིས་	PART
ཤེ་	ཤེ་	VERB
ཤིང་	ཅིང་	PART
དགེ་བ་	དགེ་བ་	VERB
ར་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
གྲུབ་པ་	གྲུབ་པ་	VERB
ཡི་	གི་	PART
ནི་	ནི་	NO_POS
ཅི་ཞིག་	ཅི་ཞིག་	NO_POS
དགོས་	དགོས་	VERB
ཏེ་	སྟེ་	PART
དགོས་པ་	དགོས་པ་	VERB
མེད་	མེད་	VERB
དེ་	སྟེ་	PART
།		PUNCT
གཟུགས་	གཟུགས་	NOUN
སོགས་	སོགས་	DET
ཡུལ་	ཡུལ་	NOUN
ནི་	ནི་	NO_POS
སྦྱིན་	སྦྱིན་	VERB
སོགས་	སོགས་	DET
དགེ་བ་	དགེ་བ་	VERB
ས་	གིས་	PART
ཡིད་	ཡིད་	NOUN
དུ་	ལ་	PART
འོང་བ་	འོང་བ་	VERB
ཐོབ་	ཐོབ་	VERB
ན་	ལ་	PART
།		PUNCT
ཡིད་	ཡིད་	NOUN
དུ་	ལ་	PART
འོང་བ་	འོང་བ་	VERB
འི་	གི་	PART
ཡུལ་	ཡུལ་	NOUN
དེ་ཡང་	དེ་ཡང་	ADV
ཐར་པ་	ཐར་པ་	VERB
འདོད་པ་	འདོད་པ་	VERB
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
ངན་པ་	ངན་པ་	VERB
ར་	ལ་	PART
བརྩི་	བརྩི་	NO_POS
ཞིང་	ཅིང་	PART
སྨད་པ་	སྨད་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
ཡིན་པ་	ཡིན་པ་	AUX
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རོ་	རོ་	NOUN
། །		PUNCT
བཞི་པ་	བཞི་པ་	ADJ
ནི་	ནི་	NO_POS
།		PUNCT
གལ་ཏེ་	གལ་ཏེ་	NO_POS
ཡིད་	ཡིད་	NOUN
དུ་	ལ་	PART
འོང་བ་	འོང་བ་	VERB
འི་	གི་	PART
ཡུལ་	ཡུལ་	NOUN
ཙམ་	ཙམ་	DET
ངན་པ་	ངན་པ་	VERB
ཡིན་ཡང་	ཡིན་ཡང་	NO_POS
།		PUNCT
རྒྱལ་སྲིད་	རྒྱལ་སྲིད་	NOUN
ནི་	ནི་	NO_POS
བཀའ་	བཀའ་	NOUN
ཡི་	གི་	PART
རོ་	རོ་	NOUN
མྱོང་བ་	མྱོང་བ་	VERB
ས་	གིས་	PART
བདེ་བ་	བདེ་བ་	VERB
ཆེ་	ཆེ་	VERB
བརླིང་བ་	བརླིང་བ་	VERB
ཡིན་པ་	ཡིན་པ་	AUX
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ཆེད་	ཆེད་	NOUN
དུ་	ལ་	PART
བསོད་ནམས་	བསོད་ནམས་	NOUN
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
ཞེ་ན་	ཅེ་ན་	PART
།		PUNCT
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
མི་རིགས་	མི་རིགས་	NOUN
ཏེ་	སྟེ་	PART
།		PUNCT
དམ་པ་	དམ་པ་	VERB
གང་	གང་	NO_POS
ལ་	ལ་	PART
བཀའ་ལུང་	བཀའ་ལུང་	NOUN
ལ་	ལ་	PART
དབང་	དབང་	NOUN
འབྱོར་པ་	འབྱོར་པ་	NOUN
དགོས་པ་	དགོས་པ་	VERB
མེད་པ་	མེད་པ་	VERB
དེ་	སྟེ་	PART
ལ་	ལ་	PART
བཀའ་ལུང་	བཀའ་ལུང་	NOUN
གི་	གི་	PART
ཆེད་	ཆེད་	NOUN
དུ་	ལ་	PART
སྦྱིན་	སྦྱིན་	VERB
སོགས་	སོགས་	DET
ཆོ་	ཆོ་	NOUN
ནི་	ནི་	NO_POS
དོན་མེད་པ་	དོན་མེད་པ་	ADJ
ར་	ལ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རོ་	རོ་	NOUN
། །		PUNCT
དེས་ན་	དེས་ན་	NO_POS
ཐར་པ་	ཐར་པ་	VERB
འདོད་པ་	འདོད་པ་	VERB
ས་	གིས་	PART
རྒྱལ་སྲིད་	རྒྱལ་སྲིད་	NOUN
དོན་	དོན་	NOUN
དུ་	ལ་	PART
གཉེར་བ་	གཉེར་བ་	VERB
ར་	ལ་	PART
མི་རིགས་	མི་རིགས་	NOUN
ཏེ་	སྟེ་	PART
།		PUNCT
བཀའ་ལུང་	བཀའ་ལུང་	NOUN
གི་	གི་	PART
ཆེད་	ཆེད་	NOUN
དུ་	ལ་	PART
གང་ཡང་	གང་ཡང་	NO_POS
སྦྱིན་	སྦྱིན་	VERB
སོགས་	སོགས་	DET
ཆོ་	ཆོ་	NOUN
དོན་	དོན་	NOUN
དུ་	ལ་	PART
གཉེར་བ་	གཉེར་བ་	VERB
ཉིད་	ཉིད་	DET
གང་ཡིན་པ་	གང་ཡིན་པ་	NO_POS
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
།		PUNCT
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
ཡི་	གི་	PART
ནང་	ནང་	NOUN
ན་	ལ་	PART
བླུན་པོ་	བླུན་པོ་	ADJ
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ཡིན་པ་	ཡིན་པ་	AUX
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རོ་	རོ་	NOUN
། །		PUNCT
ལྔ་པ་	ལྔ་པ་	NUM
ནི་	ནི་	NO_POS
།		PUNCT
གལ་ཏེ་	གལ་ཏེ་	NO_POS
མ་འོངས་པ་	མ་འོངས་པ་	OTHER
འི་	གི་	PART
སྐྱེ་བ་	སྐྱེ་བ་	VERB
ར་	ལ་	PART
ཕྱུག་པ་	ཕྱུག་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
འབྲས་བུ་	འབྲས་བུ་	NOUN
འདོད་པ་	འདོད་པ་	VERB
ས་	གིས་	PART
བསོད་ནམས་	བསོད་ནམས་	NOUN
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
ཞེ་ན་	ཅེ་ན་	PART
།		PUNCT
མ་འོངས་པ་	མ་འོངས་པ་	OTHER
འི་	གི་	PART
འབྲས་བུ་	འབྲས་བུ་	NOUN
ཕྱུག་པ་	ཕྱུག་པ་	VERB
སོགས་	སོགས་	DET
འབྱུང་བ་	འབྱུང་བ་	VERB
ར་	ལ་	PART
མཐོང་	མཐོང་	VERB
ན་	ནས་	PART
སྦྱིན་	སྦྱིན་	VERB
སོགས་	སོགས་	DET
ཆོ་	ཆོ་	NOUN
འདོད་	འདོད་	VERB
ཅིང་	ཅིང་	PART
ཆགས་པ་	ཆགས་པ་	VERB
དེ་	སྟེ་	PART
ལ་	ལ་	PART
ཁྱོད་	ཁྱོད་	PRON
ཆགས་	ཆགས་	VERB
ན་	ལ་	PART
ངན་འགྲོ་	ངན་འགྲོ་	NOUN
ལྟ་	ལྟ་	OTHER
ཕྱུག་པ་	ཕྱུག་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
དོན་	དོན་	NOUN
དུ་	ལ་	PART
ཆོ་	ཆོ་	NOUN
ལ་	ལ་	PART
སྲིད་པ་	སྲིད་པ་	VERB
ཡང་	ཀྱང་	PART
སྤང་བ་	སྤང་བ་	VERB
ར་	ལ་	PART
